State,Case_Number,Persons,County,City,Month,Day,Route,Rural/Urban,Latitude,Longitude,First Harmful Event,Manner of Collision,Light Conditions,Weather
Texas,481418,4,DALLAS (113),DALLAS,June,Sunday,State Highway,Urban,32.88909722,-96.88875278,Motor Vehicle In-Transport,Front-to-Rear,Dark - Not Lighted,Clear
Texas,481419,1,DALLAS (113),DALLAS,June,Saturday,Local Street - Municipality,Urban,32.94218889,-96.79277778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481420,1,DALLAS (113),DALLAS,June,Monday,Local Street - Municipality,Urban,32.91653611,-96.70104444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481421,9,DALLAS (113),DALLAS,June,Friday,Interstate,Urban,32.80675833,-96.84066667,Motor Vehicle In-Transport,Sideswipe - Same Direction,Dark - Lighted,Clear
Texas,481422,4,LUBBOCK (303),LUBBOCK,June,Sunday,Local Street - Municipality,Urban,33.60588333,-101.8791111,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481428,2,EL PASO (141),EL PASO,April,Tuesday,Local Street - Municipality,Urban,31.772125,-106.3396528,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481430,3,DALLAS (113),DALLAS,June,Tuesday,Local Street - Municipality,Urban,32.76198333,-96.77674167,Motor Vehicle In-Transport,Front-to-Rear,Dark - Not Lighted,Cloudy
Texas,481441,1,BEXAR (29),SAN ANTONIO,June,Saturday,Local Street - Municipality,Urban,29.30234444,-98.38006944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481442,1,FORT BEND (157),SUGAR LAND,June,Saturday,Local Street - Municipality,Urban,29.56001667,-95.69106667,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481443,1,FORT BEND (157),SUGAR LAND,June,Sunday,Local Street - Frontage Road,Urban,29.61353056,-95.64923056,Traffic Signal Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Texas,481444,3,WILLIAMSON (491),LEANDER,June,Sunday,Local Street - Frontage Road,Urban,30.58728889,-97.83949722,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481446,3,TARRANT (439),ARLINGTON,June,Saturday,Local Street - Municipality,Urban,32.73544444,-97.08945278,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481449,1,BEXAR (29),SAN ANTONIO,June,Sunday,Interstate,Urban,29.38378333,-98.64339444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481452,3,BELL (27),BELTON,June,Wednesday,Interstate,Urban,31.07809722,-97.61163333,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Texas,481453,1,BEXAR (29),SAN ANTONIO,June,Saturday,County Road,Urban,29.46208333,-98.75730556,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481454,4,BEXAR (29),SAN ANTONIO,June,Monday,Interstate,Urban,29.46525278,-98.29271111,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481455,3,HARRIS (201),HOUSTON,June,Monday,Interstate,Urban,29.91230833,-95.41251389,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481456,4,WALKER (471),HUNTSVILLE,June,Sunday,Local Street - Municipality,Urban,30.70025556,-95.55186389,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Texas,481463,1,JEFFERSON (245),PORT ARTHUR,June,Sunday,State Highway,Urban,29.87775556,-93.97952778,Unknown Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481464,1,HAYS (209),SAN MARCOS,June,Tuesday,State Highway,Urban,29.89274722,-97.91817222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481468,1,TRAVIS (453),AUSTIN,June,Saturday,Local Street - Municipality,Urban,30.2764,-97.68847222,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481469,4,DALLAS (113),DALLAS,June,Friday,Interstate,Urban,32.89600278,-96.89803333,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481471,1,TARRANT (439),FORT WORTH,June,Saturday,State Highway,Urban,32.79522778,-97.35268056,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481473,2,DALLAS (113),DALLAS,June,Sunday,State Highway,Urban,32.76935833,-96.91522222,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481475,1,HARRIS (201),HOUSTON,June,Sunday,Interstate,Urban,29.85298889,-95.39810556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481476,1,HOWARD (227),BIG SPRING,June,Saturday,U.S. Highway,Urban,32.241125,-101.4738778,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481477,3,FANNIN (147),LEONARD,June,Friday,State Highway,Rural,33.374325,-96.29520278,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481479,1,BELL (27),KILLEEN,June,Thursday,Interstate,Urban,31.09018889,-97.718375,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481480,1,BEXAR (29),SAN ANTONIO,June,Friday,Interstate,Urban,29.42075833,-98.6496,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481488,1,HIDALGO (215),MCALLEN,June,Tuesday,State Highway,Urban,26.20406111,-98.24540278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481489,1,NUECES (355),CORPUS CHRISTI,June,Tuesday,Local Street - Municipality,Urban,27.62183056,-97.30582222,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Texas,481490,2,BRAZORIA (39),MANVEL,June,Tuesday,State Highway,Urban,29.479575,-95.39248333,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481491,1,DALLAS (113),HUTCHINS,July,Wednesday,Local Street - Municipality,Urban,32.64468056,-96.71075,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481492,3,HARRIS (201),HOUSTON,June,Thursday,Local Street - Municipality,Urban,29.53934444,-95.15103056,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481495,3,CAMERON (61),BROWNSVILLE,July,Tuesday,Interstate,Urban,26.06946667,-97.57175278,Fell/Jumped from Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481498,7,EL PASO (141),EL PASO,July,Monday,U.S. Highway,Urban,31.79466389,-106.358675,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481500,3,HARRIS (201),HOUSTON,June,Saturday,Interstate,Urban,29.78668611,-95.339825,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481501,1,TARRANT (439),SAGINAW,June,Saturday,Interstate,Urban,32.84239167,-97.34306111,Non-Motorist on Personal Conveyance,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481502,1,GREGG (183),KILGORE,June,Saturday,Interstate,Urban,32.43266389,-94.86974722,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Texas,481503,1,BRAZOS (41),BRYAN,July,Monday,U.S. Highway,Urban,30.67900278,-96.36925833,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481504,1,HARRIS (201),HOUSTON,June,Friday,Local Street - Municipality,Urban,29.64339167,-95.23864167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481505,1,DALLAS (113),DALLAS,July,Monday,Local Street - Municipality,Urban,32.78063333,-96.79545278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Unknown Lighting,Clear
Texas,481506,1,BEXAR (29),SAN ANTONIO,July,Wednesday,U.S. Highway,Urban,29.39625278,-98.51702778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481508,2,BEXAR (29),SAN ANTONIO,July,Friday,Local Street - Municipality,Urban,29.408975,-98.55677222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481509,7,BEXAR (29),SAN ANTONIO,July,Wednesday,Interstate,Urban,29.38393056,-98.46920833,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481510,1,EL PASO (141),EL PASO,July,Thursday,State Highway,Urban,31.76094444,-106.4665194,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481511,2,BEXAR (29),SAN ANTONIO,June,Friday,Local Street - Municipality,Urban,29.441425,-98.38116111,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Texas,481513,1,HARRIS (201),HOUSTON,June,Friday,U.S. Highway,Urban,29.67740556,-95.42780556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Texas,481514,1,HARRIS (201),HOUSTON,May,Saturday,Local Street - Municipality,Urban,29.61335556,-95.45033333,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Texas,481515,1,POTTER (375),AMARILLO,July,Saturday,Local Street - Municipality,Urban,35.20909722,-101.8239417,Traffic Signal Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481516,1,TARRANT (439),HURST,July,Thursday,State Highway,Urban,32.80908889,-97.18627778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481517,1,EL PASO (141),EL PASO,July,Saturday,Local Street - Municipality,Urban,31.75129722,-106.3459556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481519,3,LUBBOCK (303),LUBBOCK,June,Saturday,U.S. Highway,Urban,33.577825,-101.857825,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481520,3,LUBBOCK (303),LUBBOCK,June,Saturday,U.S. Highway,Urban,33.57008056,-101.8553194,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481521,1,LUBBOCK (303),LUBBOCK,June,Saturday,State Highway,Urban,33.55261389,-101.788175,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Texas,481522,4,BEXAR (29),SAN ANTONIO,June,Saturday,Local Street - Municipality,Urban,29.37542222,-98.43390278,"Post, Pole or Other Supports",The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,Cloudy
Texas,481523,2,BEXAR (29),SAN ANTONIO,July,Monday,Local Street - Municipality,Urban,29.4502,-98.68492778,Motor Vehicle In-Transport,Angle,Dawn,Clear
Texas,481536,2,LUBBOCK (303),LUBBOCK,June,Sunday,Interstate,Urban,33.67431944,-101.8358889,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481538,1,TARRANT (439),WATAUGA,July,Saturday,U.S. Highway,Urban,32.88691111,-97.25994722,Traffic Signal Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481539,1,DALLAS (113),MESQUITE,June,Saturday,Local Street - Municipality,Urban,32.73258333,-96.52898333,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481540,1,GALVESTON (167),TEXAS CITY,July,Wednesday,State Highway,Urban,29.40805278,-94.923825,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481545,1,TRAVIS (453),AUSTIN,June,Monday,Interstate,Urban,30.13016944,-97.79996667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481546,3,JEFFERSON (245),PORT ARTHUR,July,Wednesday,State Highway,Urban,29.88418333,-93.99108889,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481547,4,BEXAR (29),SAN ANTONIO,July,Thursday,State Highway,Urban,29.48246389,-98.71038333,Cable Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481548,2,HIDALGO (215),SAN JUAN,June,Saturday,Local Street - Municipality,Urban,26.22681111,-98.13053889,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481549,3,DALLAS (113),DALLAS,June,Saturday,State Highway,Urban,32.68565278,-96.73637222,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481550,1,BEXAR (29),SAN ANTONIO,July,Monday,Local Street - Municipality,Urban,29.38605556,-98.47568889,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481552,4,KAUFMAN (257),FORNEY,July,Monday,U.S. Highway,Urban,32.75846944,-96.47483056,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481553,2,ECTOR (135),ODESSA,July,Thursday,Local Street - Municipality,Urban,31.86063056,-102.3476333,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Texas,481556,4,CASS (67),ATLANTA,June,Tuesday,U.S. Highway,Urban,33.10456667,-94.20366389,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481562,1,DENTON (121),THE COLONY,June,Thursday,Local Street - Municipality,Urban,33.07953056,-96.85863611,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481563,2,COLLIN (85),RICHARDSON,June,Thursday,State Highway,Urban,32.98988889,-96.66734167,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Texas,481566,6,KAUFMAN (257),KAUFMAN,June,Thursday,U.S. Highway,Urban,32.57381667,-96.30801389,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481569,5,TARRANT (439),WESTLAKE,July,Tuesday,State Highway,Urban,32.98093056,-97.16629167,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481571,2,POTTER (375),AMARILLO,July,Sunday,U.S. Highway,Urban,35.22196944,-101.7956361,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481572,2,HARRIS (201),HOUSTON,January,Saturday,Interstate,Urban,29.73081667,-95.41450556,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481573,1,HARRIS (201),HOUSTON,January,Thursday,Local Street - Municipality,Urban,29.77922778,-95.54445278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481577,2,DALLAS (113),GRAND PRAIRIE,June,Sunday,Interstate,Urban,32.67595556,-97.02165556,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481580,1,HARRIS (201),HOUSTON,July,Monday,Interstate,Urban,29.76951667,-95.26529167,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481582,3,JOHNSON (251),CLEBURNE,June,Sunday,U.S. Highway,Urban,32.35454167,-97.44489722,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481586,1,POTTER (375),AMARILLO,July,Sunday,Local Street - Municipality,Urban,35.20386944,-101.8714972,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481592,2,LAMPASAS (281),KEMPNER,July,Monday,U.S. Highway,Urban,31.079275,-97.98975556,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Texas,481594,10,TARRANT (439),GRAPEVINE,July,Friday,Local Street - Frontage Road,Urban,32.92203611,-97.07974722,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481595,2,ECTOR (135),ODESSA,July,Thursday,State Highway,Urban,31.87541944,-102.41595,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481597,2,DALLAS (113),DALLAS,July,Saturday,State Highway,Urban,32.68756667,-96.82464444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481598,1,BRAZORIA (39),LAKE JACKSON,July,Thursday,Local Street - Municipality,Urban,29.02566389,-95.45554444,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Texas,481606,1,HARRIS (201),HOUSTON,July,Monday,Local Street - Municipality,Urban,29.94015556,-95.29463056,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481609,4,DALLAS (113),DALLAS,July,Monday,State Highway,Urban,32.80812222,-96.89329722,Guardrail End,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481610,6,DALLAS (113),DALLAS,July,Thursday,Local Street - Municipality,Urban,32.89443333,-96.72455833,Motor Vehicle In-Transport,Angle,Dark - Not Lighted,Cloudy
Texas,481611,1,MIDLAND (329),MIDLAND,July,Saturday,State Highway,Urban,31.99417778,-102.0779111,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481612,2,DALLAS (113),DALLAS,July,Wednesday,Interstate,Urban,32.78149167,-96.78479444,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Texas,481613,3,BEXAR (29),SAN ANTONIO,July,Sunday,Local Street - Municipality,Urban,29.37960278,-98.481925,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481617,2,BEXAR (29),SAN ANTONIO,July,Thursday,Interstate,Urban,29.31558889,-98.58845278,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481622,1,TRAVIS (453),AUSTIN,January,Tuesday,State Highway,Urban,30.24594167,-97.80296111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481623,2,TRAVIS (453),AUSTIN,March,Sunday,Interstate,Urban,30.25338611,-97.73648611,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481624,10,RANDALL (381),AMARILLO,April,Sunday,Interstate,Urban,35.17778333,-101.8419056,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481625,1,BEXAR (29),SAN ANTONIO,April,Monday,Local Street - Municipality,Urban,29.42507222,-98.46405833,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481626,4,GREGG (183),LONGVIEW,May,Friday,State Highway,Urban,32.45049167,-94.72459444,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481627,2,TARRANT (439),FORT WORTH,June,Monday,Interstate,Urban,32.74708333,-97.31963056,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481628,4,LUBBOCK (303),LUBBOCK,June,Saturday,State Highway,Urban,33.60682222,-101.8504444,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481630,1,TARRANT (439),FORT WORTH,June,Friday,Local Street - Municipality,Urban,32.68455,-97.35455833,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481631,2,ECTOR (135),ODESSA,June,Monday,Local Street - Municipality,Urban,31.84043611,-102.3955278,Fell/Jumped from Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481637,2,TOM GREEN (451),SAN ANGELO,July,Saturday,Local Street - Municipality,Urban,31.41515833,-100.4838056,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481638,7,TARRANT (439),FORT WORTH,May,Friday,U.S. Highway,Urban,32.83149167,-97.36003889,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Cloudy
Texas,481642,1,DALLAS (113),DALLAS,June,Friday,Local Street - Municipality,Urban,32.71227222,-96.8249,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481647,2,VICTORIA (469),VICTORIA,July,Monday,U.S. Highway,Rural,28.85158056,-96.89241389,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481650,1,PECOS (371),FORT STOCKTON,July,Tuesday,Interstate,Urban,30.89458056,-102.9229861,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481651,1,BRAZOS (41),BRYAN,July,Monday,State Highway,Urban,30.68803056,-96.3497,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481652,4,BEXAR (29),SAN ANTONIO,July,Thursday,Local Street - Municipality,Urban,29.43892222,-98.552925,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Texas,481653,7,BEXAR (29),SAN ANTONIO,July,Sunday,Interstate,Urban,29.59819722,-98.59960833,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481655,2,HARRIS (201),HOUSTON,July,Monday,Local Street - Municipality,Urban,29.99727222,-95.29780556,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Texas,481656,1,HARRIS (201),HOUSTON,May,Sunday,Interstate,Urban,29.71145833,-95.31001389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481657,1,HARRIS (201),HOUSTON,July,Monday,Local Street - Municipality,Urban,29.70050556,-95.53800833,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481658,2,HENDERSON (213),SEVEN POINTS,April,Tuesday,State Highway,Rural,32.35293333,-96.238875,Mail Box,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481660,2,TRAVIS (453),AUSTIN,July,Sunday,Interstate,Urban,30.26411111,-97.735275,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481661,1,HARRIS (201),HOUSTON,May,Monday,Interstate,Urban,29.85516111,-95.33388611,Fire/Explosion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Texas,481662,2,HARRIS (201),HOUSTON,July,Monday,Interstate,Urban,29.90263056,-95.41211389,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481663,2,DALLAS (113),IRVING,June,Friday,Local Street - Municipality,Urban,32.88059444,-96.96337222,Motor Vehicle In-Transport,Angle,Daylight,Clear
Texas,481664,2,DALLAS (113),IRVING,July,Tuesday,U.S. Highway,Urban,32.89696667,-96.97491111,Impact Attenuator/Crash Cushion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481668,3,COLLIN (85),FRISCO,July,Friday,Local Street - Municipality,Urban,33.14281111,-96.83927778,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481671,2,EL PASO (141),EL PASO,July,Friday,Local Street - Frontage Road,Urban,31.7773,-106.4480028,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481673,2,HARRIS (201),LA PORTE,June,Thursday,Local Street - Municipality,Urban,29.66675833,-95.03596389,Building,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481675,1,HARRIS (201),HOUSTON,June,Sunday,Local Street - Municipality,Urban,29.80611111,-95.54523333,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481676,4,TRAVIS (453),AUSTIN,July,Sunday,State Highway,Urban,30.21443889,-97.72953889,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481679,2,HIDALGO (215),ALAMO,July,Sunday,Local Street - Frontage Road,Urban,26.19179444,-98.12364722,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Texas,481680,1,BEXAR (29),SAN ANTONIO,July,Friday,Interstate,Urban,29.32003056,-98.51404722,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481686,2,TARRANT (439),ARLINGTON,July,Saturday,State Highway,Urban,32.70812778,-97.10761667,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481693,1,HENDERSON (213),GUN BARREL CITY,July,Saturday,State Highway,Urban,32.31928611,-96.11211667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481697,4,BRAZORIA (39),ANGLETON,July,Friday,U.S. Highway,Urban,29.19367778,-95.43374167,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481698,1,CAMERON (61),SAN BENITO,July,Sunday,Local Street - Frontage Road,Urban,26.14844444,-97.66491667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481699,1,COMAL (91),BULVERDE,March,Friday,U.S. Highway,Rural,29.79775556,-98.40696944,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481700,1,ECTOR (135),ODESSA,July,Wednesday,Interstate,Urban,31.88476667,-102.2906917,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Texas,481701,3,DALLAS (113),DALLAS,July,Monday,State Highway,Urban,32.69009444,-96.78119722,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481705,9,ELLIS (139),WAXAHACHIE,July,Sunday,Interstate,Urban,32.46558056,-96.84133333,Impact Attenuator/Crash Cushion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Texas,481706,1,DALLAS (113),IRVING,July,Friday,Local Street - Frontage Road,Urban,32.91599167,-96.96420278,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Texas,481715,6,LUBBOCK (303),LUBBOCK,July,Tuesday,State Highway,Urban,33.54721944,-101.9370583,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Texas,481716,10,MCLENNAN (309),WACO,July,Thursday,Local Street - Municipality,Urban,31.58154444,-97.18877222,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Texas,481717,2,TARRANT (439),FORT WORTH,July,Thursday,Local Street - Municipality,Urban,32.70591111,-97.315875,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
